count many feet fathom	None	num
def canada two penny black	def canada two penny	desc
city european city nicois live	city european city nicois	loc
manner find year beanie baby introduced	sort option information compatibility statement factor field animal item fad collection prop investment	desc
def classic definition tragic hero	def classic	desc
microsoft windows 3 owe success	company vendor client firm large company feature service method boasting feature factor	enty
ind president afghanistan 1994	manufacturer company city vcrs undecided voter place case nation area state	hum
techmeth ways getting stretch marks besides pregnancy weight loss weight lifting	None	enty
food brontosauruses eat	None	enty
color color bottles good rhine wines come	None	enty
ind lead actress movie sleepless seattle	ind lead actress movie sleepless seattle	hum
ind 16th president united states	developed country nation jurisdiction western country case	hum
ind two sons ozzie harriet nelson	plural reference word age term step harriet nelson hum	hum
def molybdenum	def molybdenum desc	desc
date boxing day	None	num
lowest level american judiciary	american	enty
date battle somme fought	word historic site event activity historical event	num
count many people randy craft kill	randy craft	num
animal official animal canada	developed country nation jurisdiction place state	enty
date spielberg direct jaws	director name filmmaker auteur hollywood liberals	num
volsize size largest akita	None	num
animal animal biggest eyes	None	enty
city california capital	city california capital loc	loc
ind author book computer hackers called cuckoo egg	manufacturer company city vcrs undecided voter cuckoo egg hum	hum
ind founding member pink floyd band	manufacturer company city vcrs undecided voter band artist act influence hit group	hum
country european country home beer producing city budweis	country european country	loc
manner find balance social security account	program entitlement program benefit issue personal information	desc
desc history valentine day cards	descriptive field conflict resolution competency customer sponsor generic keyword	desc
christopher columbus born	explorer italian explorer ancient explorer european explorer real life character	loc
termeq italians call florence	termeq group ethnic group immigrant southern european immigrant group florence enty	enty
manner get top eiffel tower	eiffel tower desc	desc
exp psi stand	exp psi	abbr
sea romans call mare nostrum	sea romans design red orchestra mod expression reciprocal conditioning rare watch	loc
termeq term bet cards dealt	termeq	enty
animal came first according genesis 1 enty 22 chicken	term ordinal term numerical ordinal circuit ordinal number 1 enty 22	egg
city city flintstones live	city city	loc
termeq latin incompetent	latin	enty
dismed chemicals used lethal injection	None	enty
gr toy company world 1 maker female apparel	gr toy company feature solvent compound concentration method	hum
sport board game wood pusher play poorly	sport board game wood	enty
ind doonesbury character likely turn werewolf	ind doonesbury	hum
abb abbreviation micro	abb abbreviation micro abbr	abbr
7 articles constitution	protective measure factor technique artist method	enty
gr super bowls	gr super	hum
exp nasdaq stand	exp nasdaq	abbr
exp bph	exp bph abbr	abbr
fastest commercial automobile bought us	time related suffix unit time-related suffix unit first or second person pronoun pronoun time related suffix uni ts	enty
stadium miami dolphins play home games	stadium miami	loc
ind speaking role silent movie	None	hum
reason poop sometimes different colors	None	desc
einstein iq	einstein iq	num
date day pearl harbor attacked 1942	movie film real life campaign event site film	num
ind girl name teddy affectionate form	ind girl item object character gift toy	hum
state state john f kennedy buried	president leader heroe person military and high ranking political figure	loc
techmeth best way remove wallpaper	None	enty
state u state element named	None	loc
gr company tabulates ballots voting academy awards	gr company	hum
manner tradition best man start	None	desc
count many years ago ship titanic sink	many years ago	num
deepest area arctic ocean	area cold region water polar sea extreme environment	loc
color halloween colors	holiday event occasion sinful worldly festival holiday theme	enty
manner silk screening done	None	desc
latitude longitude el paso texas	city area border city company texa city state place area city jurisdiction	num
ind made boat gopher wood	manufacturer company city vcrs undecided voter	hum
find fifth element screensaver	close harmonic relation circuit area interval simple interval	loc
ind bloom county resident wreaks havoc computer	ind bloom county wreaks havoc	hum
manner match name social security number	manner match program entitlement program benefit issue personal information	desc
manner rainbow form	rainbow form desc	desc
normal resting heart rate healthy adult	None	num
population ohio	state city jurisdiction place midwestern state	num
count many calories big mac	platform system brand side operating system	num
def hazmat stands	def hazmat	desc
animal creature scares people film jaws	None	enty
ind part john peter zenger play deveopment newspaper america	ind part john peter zenger america	hum
ind followed caesar	ind followed caesar	hum
substance four elements	smallest flight unit national championship event exercise plastic heavy load	enty
ind first woman golfer earn million	ind first woman person large amount number place company	hum
tallest piece chessboard	None	enty
answers com address	None	loc
buy movies videotape online	None	loc
ind advertizing frito lay	ind advertizing frito lay hum	hum
gr leading competitor trans union company	gr leading credit reporting agency credit bureau credit rating agency consumer credit company credit reporting bureau	hum
product product robert conrad dare people knock shoulder	star actor celebrity notable	enty
ind invented radio	None	hum
count american dollar equivalent 8 pounds u k	8 pounds	num
techmeth different approaches systems analysis	None	enty
manner doctors diagnose bone cancer	None	desc
ind man behind pig man pulls strings speaks miss piggy	ind man piggy hum	hum
speed speed mississippi river	map important physical feature waterway continental watershed river levee system	num
developmental stages swimmer	swimmer enty	enty
ind actor first portrayed james bond	ind actor term ordinal term numerical ordinal circuit ordinal number character film movie theme well loved literary heroe	hum
ocean largest world	None	loc
ind first american poet win nobel prize literature 1948	ind first american coveted award award accolade research prize well known award soviet action item great event document classic cocktail	hum
date year jack nicklaus join professional golfers association tour	date year jack nicklaus join professional golfers association	num
count many sonnets shakespeare write	None	num
reason causes redness cheeks blush	None	desc
ind nobel peace prize 1991	ind nobel peace case legislation ats regime postal regulation examining american employment law	hum
gr challengers unknown	gr challengers	hum
def define pheonix club	def define pheonix club desc	desc
city city christian crusaders fight recapture muslims	christian religious group group non jewish israeli religion minority group	loc
def mean rupee depreciates	def mean	desc
gaming devices dubbed mississippi marbles memphis dominoes	state river southern state large river place	enty
ind first coach cleveland browns	ind first coach city place large city market area	hum
manner successful arometherapy	arometherapy desc	desc
event jewish holiday saw start 1973 mideast war	jewish flammability standard event development conflict minor goof mideast	enty
manner copier work	manner copier	desc
speed speed mississippi river	map important physical feature waterway continental watershed river levee system	num
ind said super bowl iii 1969	manufacturer company city vcrs undecided voter event car paper alumnus york s biggest championship upset	hum
animal dudley right horse name	animal dudley	enty
ind declared	manufacturer company city vcrs undecided voter	hum
chocolate come	None	loc
cremat tv game show saw contestant admit picking toes shower	None	enty
ind soviet leader owned rolls royce	ind soviet company brand client firm industry leader	hum
find case individuals disabilities education act 1991	case legislation ats regime postal regulation examining american employment law	loc
event war florence nightingale tend troops	None	enty
ind wrote song stardust	manufacturer company city vcrs undecided voter song stardust	hum
count many beatles records went 1	feature solvent compound concentration method	num
ind prime minister canada serve 22 years necessarily consecutively	manufacturer company city vcrs undecided voter developed country nation jurisdiction place state 22 years	hum
abb abbreviation company name general motors	abb abbreviation company company automaker corporation client manufacturer	abbr
mount mountains lie arkansas missouri rivers	mount mountains state school area southern state team state case river place school	loc
ind received rogers award 1989	political event experience film high profile case environmental disaster	hum
reason function ram	None	desc
closest g2 spectrum yellow dwarf earth	closest g2 spectrum yellow	loc
count many equal angles isosceles triangle	None	num
dismed fear cockroaches called	None	enty
cremat cbs soap opera interrupted bulletin john f kennedy assassination	network company medium outlet broadcast network television network medium genre entertainment format fictional setting television program president leader heroe person military and high ranking political figure	enty
desc use 24 hour clock instead 12 hour clock	descriptive field conflict resolution competency customer sponsor generic keyword engagement base calendar impressive touch urodynamic variable term test default wait period condition large archive term culture tool shift	desc
ind name lawyer represented randy craft	ind name lawyer randy craft	hum
ind united states president dreamed assassinated	ind united states dreamed	hum
cremat film lee marvin win 1965 best actor oscar	actor guest star name celebrity featuring artist film series common taxa operation champion oscar enty	enty
basque country located	basque	loc
product product mrs olsen promote	None	enty
date time day emperor hirohito die	None	num
def dry ice	def dry ice desc	desc
powerful card euchre	None	enty
def intractable plantar keratoma mean	def intractable plantar keratoma	desc
count many years take james joyce write ulysses	many years writer author modernist famous dublin son student study writer	num
food crop failure caused irish famine	language immigrant ethnic group group culture	enty
city south korean city served kimpo international airport	kimpo international airport	loc
count many types dogs tails three	plural reference ground feature group pattern print terrain object	num
cremat longest running television series	None	enty
animal predators exist antarctica	place area destination high southern hemisphere latitude arctic deserts	enty
desc difference generator alternator	desc difference generator alternator desc	desc
manner energy created	manner energy	desc
food beer advertised three rings	plural reference ground feature group pattern print terrain object	enty
quantity american soldiers still unaccounted vietnam war	american asian country market nation place southeast asian country	num
techmeth golfing accessory patented george grant december 12	writer figure empire patriot commentator photographer party reliable historical source development	enty
different types plastic	None	enty
manner correct say qigong	qigong desc	desc
mount highest mountain earth mount everest discovered	mount highest mountain earth mount everest	loc
ligurian republic 1797 185	ligurian republic	loc
country country people top television watchers	None	loc
date women suffrage amendment ratified	None	num
gr polynesian people inhabit new zealand	gr polynesian jurisdiction nation place developed country area	hum
cremat movie tour roman empire features admonition	cremat movie tour roman empire	enty
city nevada center dubbed biggest little city world	city nevada center dubbed biggest	loc
ind president lived 219 north delaware street independence missouri	manufacturer company city vcrs undecided voter agreement external control policy consideration notably drug place north delaware state case river place school	hum
reason give reason american indians oftentimes dropping school	american group ancient civilization ethnic group nation team school desc	desc
must soccer goalie stand permitted handle ball	None	loc
desc difference classical conditioning operant conditioning	descriptive field conflict resolution competency customer sponsor generic keyword descriptive field conflict resolution competency customer sponsor generic keyword	desc
state u state first woman governor elected	state u state term ordinal term numerical ordinal circuit ordinal number	loc
desc interesting facts information dogsledding	descriptive field conflict resolution competency customer sponsor generic keyword	desc
date year hitler die	None	num
ind famous model married billy joel	billy joel hum	hum
animal kind animal babar	None	enty
reason jane goodall known	reason jane goodall known desc	desc
killed bob marley	bob marley enty	enty
money much money dumbo ears insured	None	num
ind danced stardom fred astaire 1941 never get rich	ind danced stardom star celebrity musical star performer dancer	hum
desc stein eriksen	desc stein eriksen	hum
def name billie mean	def name billie mean desc	desc
ind fastest swimmer world	ind fastest swimmer	hum
mount highest peak africa	mount highest peak africa	loc
procter gamble headquartered u	None	loc
desert called garden allah	None	loc
bicornate animals two	bicornate plural reference word age term step	enty
reason function community water tower serve	None	desc
dismed fear weakness	None	enty
count many miles ohio north carolina	author writer man player town state city jurisdiction place midwestern state state southern state place jurisdiction area	num
count much snow equals inch rain	None	num
exp g stand	exp g stand abbr	abbr
def inuit eskimo mean	def inuit eskimo	desc
cremat song served closing theme johnny cash show	cremat song	enty
sport field sport dentist william beers promote write standard book rules	william beers	enty
manner tie dye clothes	None	desc
date average teenager first intercourse	term ordinal term numerical ordinal circuit ordinal number	num
reason www answers com answers questions	None	desc
ind actor autobiography titled yesterdays	ind actor	hum
ind russian master spy lived u name emil goldfus	ind russian master emil goldfus hum	hum
19th hole golf course	constitutional amendment topic restaurant round amendment	loc
reason nature purpose tornadoes	None	desc
ind played original charlie angels	ind played original ridiculous programing	hum
find person address telephone number	None	loc
word english word comes old french covrefeu meaning cover fire	language subject course education requirement class language romance language european language subject study	enty
instru musical instrument prewitt play james jones eternity	author receiver player person veteran	enty
sarge steel get metal hand	sarge steel get	loc
reason makes popcorn pop	None	desc
ind wrote night iguana	manufacturer company city vcrs undecided voter animal reptile lizard specie exotic pet	hum
body hair grow fastest	None	enty
country country king gustav v reign 197 195	197 195	loc
ind painted mother child	ind painted mother	hum
speed speed mississippi river	map important physical feature waterway continental watershed river levee system	num
area world six day war fought	area world six day	loc
brightest star visible earth	topic object secondary distance indicator star category	loc
cremat film marked robert redford directorial debut	actor celebrity star hollywood star movie star	enty
ind mao second name	ind mao	hum
cremat film films jude law appeared	None	enty
hyenas live	None	loc
desc queen mother	descriptive field conflict resolution competency customer sponsor generic keyword	hum
lang commonly spoken language belgium	study director literature author built in package european country member state state nation eu country	enty
ind dna man woman	ind dna man	hum
def maid rites	def maid	desc
cremat children tale contains line	None	enty
gr level government governmental agency responsible dealing racism	composition type antioxidant enzyme unliganded steroid hormone receptor transcription factor nuclear receptor	hum
count many referees work soccer game	None	num
food cocktail concoct whisky sweet vermouth	None	enty
termeq say fresh spanish	termeq language romance language european language subject class	enty
desc bee hives cranberry bogs	descriptive field conflict resolution competency customer sponsor generic keyword cranberry bogs desc	desc
reason caused lynmouth floods	None	desc
date tulip festival michigan	state school jurisdiction place university	num
ind came name el nino	manufacturer company city vcrs undecided voter weather phenomenon phenomenon factor climate pattern event	hum
cremat movie madilyn kahn star gene wilder	madilyn kahn star celebrity star film star icon comedic actor	enty
type bridge golden gate bridge	bridge golden gate bridge	enty
ind dictator nickname el maximo	ind dictator	hum
gr stereo manufacturer slightly ahead time	gr stereo	hum
city u city queen pacific	city u city	loc
ind tv sitcom character maiden name ethel potter	ind tv ethel potter	hum
food first lifesaver flavor	food first lifesaver	enty
ind kept famous diary english language	ind kept language subject course education requirement class	hum
find top 1 singles	feature solvent compound concentration method	loc
count many degrees cooler inside cucumber air outside	None	num
ind spanish artist painted crucifixion	ind spanish artist	hum
cremat jewish bible called	jewish	enty
reason grass green	reason grass green desc	desc
def firewall	def firewall desc	desc
ind spy novelist served moscow correspondent reuter times london	ind spy city large city place russian city big city city place area large city european city	hum
gr oil company almost picked word meant stalled car japanese new international name	gr oil company japanese	hum
period long take spider man web evaporate	None	num
ind randy steven craft lawyer	ind randy steven craft	hum
known spice island	None	loc
ind first host person person	ind first	hum
ind name ranger always yogi bear	ind name ranger yogi bear hum	hum
deck cards includes wheel fortune lovers death	None	enty
statue liberty wear feet	monument feet enty	enty
ind superstar rent cars	ind superstar rent	hum
city mccarren airport located city	city mccarren airport	loc
household facility contains float ball ballcock overflow tube	None	enty
animal name betty boop dog	whimsical classic animated character character cartoon character popular cartoon character popular megajackpots	enty
perc fraction beaver life spent swimming	perc fraction beaver life spent	num
substance bridge san luis rey made	substance bridge mission southern mission california's mission river	enty
desc economists	descriptive field conflict resolution competency customer sponsor generic keyword	desc
country country largest sheep population	None	loc
desc need take dog live dominica west indies year	descriptive field conflict resolution competency customer sponsor generic keyword	desc
country country world largest importer cognac	None	loc
count many years johnnie walker black label aged	artist star act complementary table calendar unit brand premium brand company blend diageo brand	num
exp sids stand	None	abbr
grenada main commodity export	None	enty
money much would black white 1 cent stamp worth thomas jefferson	minimum value small price amount man founding father person father leader	num
reason makes clitoris sensitive	reason makes clitoris sensitive desc	desc
country country time zones 11	factor therapy closely packed skyscraper functional agent feature	loc
magic mandrake employ	None	enty
ind president stanford university	manufacturer company city vcrs undecided voter university institution school college prestigious institution	hum
ind whose first presidential order	term ordinal term numerical ordinal circuit ordinal number	hum
introduced commercially bayer g leverkusen 1899	None	enty
city city logan airport	city city place small place sustainable account pickup location	loc
def nanometer	def nanometer desc	desc
count many innings regulation softball game	None	num
date cnn go air	medium outlet network news outlet channel news organization	num
city largest city great lakes	None	loc
code telephone number university kentucky	state school place jurisdiction team	num
ind invented baseball	None	hum
count many wives brigham young	man mormon prophet university authority historical figure	num
product product market good hiding facial scars	None	enty
dist long coney island boardwalk	None	num
city city gained renown pea soup fogs	city city soup fogs	loc
def janelle mean	def janelle	desc
manner get another city newspaper	None	desc
cremat name movie sioux indians starring kevin costner	sioux indians celebrity star actor famous artist person	enty
ind shot back poker game deadwood dakota territory	ind shot long box mini truck uptown apartment building aquifer downtown spot aircraft	hum
desc distinct physical characterstics arabian horse	descriptive field conflict resolution competency customer sponsor generic keyword breed small plate hot blooded breed physician large mammal specie	desc
dismed fear thunder	None	enty
animal animal killed people	None	enty
count many colleges wyoming	None	num
city russian seaport name meaning lord east	language slavic language european language inflected language subject	loc
stocks traded line	None	loc
date battle hastings	battle hastings	num
kind file extension dbf	None	enty
date muhammad live	muhammad live	num
termeq derogatory term applied painters monet sisley pissarro renoir degas	termeq painters monet	enty
def wop	def wop desc	desc
desc rocks come	desc rocks come desc	desc
manner stop background noise car stereo	None	desc
mount people mountain climb nepal	None	loc
gr best college country	gr best college	hum
def viscosity	def viscosity desc	desc
cremat name sitcom alyssa milano starred tony danza	celebrity hollywood star star actress actor tony danza enty	enty
country nordic nations	None	loc
internet get information fifth amendment american bill rights	fifth amendment american	loc
state u state borders illinois north	state u state illinois north	loc
cremat name film jude law acted	None	enty
temp temperature baking peachy oat muffins	None	num
dismed fear bees	None	enty
cremat vladimir nabokov novel features professor humbert love 12 year old girl	writer critic author prominent russian intellectual famous writer development girl internet success story	enty
def green bog	def green bog desc	desc
myth santa claus originate	None	loc
chairbound basophobic fear	None	enty
city city served logan international airport	city city airport boston attraction environmental design project environmental-design project	loc
ind wrestling star became incredible hulk	ind wrestling star	hum
attracts tourists reims	None	loc
sport game steve mcqueen edward g robinson play cincinnati kid	steve mcqueen edward g robinson cincinnati kid enty	enty
fastener whitcomb judson patent 1893	fastener whitcomb judson 1893	enty
def auberge france	def auberge france desc	desc
ind star 1965 broadway hit golden boy	ind star 1965 world famous commercial zone cotswold village york attraction area model manitoba pin play movie tv show top brand	hum
procter gamble based u	company large company manufacturer large corporation firm	loc
gr army founded william booth wife catherine	gr army hymn composer module famous preacher man woman catherine hum	hum
substance ribavirin consist	None	enty
food name soft drink number one sun	program word function strategy relative or positional term	enty
web address list e mail addresses members house representatives	property type asset building structure object	loc
ind real name	None	hum
reason ears center balance	None	desc
ind invented toothbrush	manufacturer company city vcrs undecided voter	hum
cremat name popular song creeps sang	None	enty
abominable snowman said wander	well known monster name character ride cousin	loc
dismed fear alone	None	enty
count many dots make symbol	None	num
food get adding lactobacillus bulgaricus milk	None	enty
exp reading classified ads eenty	function mathematical function built in function elementary function claim eenty	abbr
count many hearts octopus	None	num
plant plant largest seed	None	enty
country country allowed drive israel 1979	israel song event memory luminary achievement	loc
approaching cyclist shouts	None	enty
ind baseball star turned 1 000 year contract felt n earned	ind baseball star 1 000 year felt n	hum
sport kind sport often associated hooligans	word restaurant top designer brand label wsb classic	enty
ind video game hero fans call chomper	ind video game hero	hum
count many holes tenpin bowling ball	None	num
word longest word english language	language subject course education requirement class	enty
city state gay men live	None	loc
ind tv comediennes characters include former movie star nora desmond secretary mrs wiggins housewife named eunice	ind tv	hum
animal bear beers	None	enty
name operating system runs ibm compatible machines	company vendor firm corporation large company	enty
def name justin mean	def name brand church father name theologian skilled robot	desc
perc percentage body muscle	None	num
color color dry wine served veal roasts chops	None	enty
substance golf ball made	None	enty
def amish religion	def amish religion desc	desc
money average daycare provider get paid new england	region area place team part of the country	num
gr name 187s irish terrorist group pennsylvania mining areas	gr name 187s language immigrant ethnic group group culture state jurisdiction colony place area	hum
ind played ringo kid 1939 film stagecoach	ind played case study rare vehicle instance	hum
ind died 1 feet john f kennedy	manufacturer company city vcrs undecided voter 1 feet john f kennedy hum	hum
def coppertop battery	def coppertop battery desc	desc
symbol sign water carrier zodiacal symbol	None	enty
animal animals find stock market	None	enty
def color	def color desc	desc
date site www questions com going open	None	num
cremat shostakovich write rostropovich	None	enty
ind first name nipsy russell given birth	ind first name entertainer star comedian	hum
manner get free technical information electric vehicle	None	desc
ind youngest beatles	ind youngest beatles	hum
manner shipyard inspector james j kilroy designate equipment satisfactory	james j kilroy	desc
def jellicle cat	def jellicle cat desc	desc
find best free evidence debate russia	market nation economy state emerging market	loc
bill gates microsoft e mail address	person billionaire entrepreneur celebrity individual company vendor client firm large company	loc
substance second hardest substance	substance second hardest	enty
reason several san diego schools stop serving apples students	city place market area county	desc
city russian city boasts hermitage museum	language slavic language european language inflected language subject	loc
date bastille day	holiday event french national holiday french holiday state commemoration	num
reason makes tornado turn	None	desc
count many shots stock m16 hold	None	num
color two colors blind suffer protanopia	plural reference word age term step	enty
reason n guys sort contest ask question whoever finds answers wins prize	reason n guys prize desc	desc
desc coronado	desc coronado	hum
cremat name movie starred sharon stone arnold schwarzenegger	sharon stone arnold schwarzenegger enty	enty
def artificial intelligence	def artificial intelligence desc	desc
food flatfish eat	None	enty
ind first holy roman emperor	ind first holy roman	hum
use remove stubborn gummed labels diskettes	None	enty
date day week sees fatal car accidents	date day week	num
desc origin word magic	descriptive field conflict resolution competency customer sponsor generic keyword	desc
sport sport shag flies	None	enty
def white chocolate	def white chocolate desc	desc
trinidad	None	loc
gr name organization presided security council	gr name organization presided security council	hum
ind graced airwaves pearls ya lo ove get naked baby	ind graced	hum
food kind wine spumante	None	enty
ind portrayed portly criminologist carl hyatt checkmate	manufacturer company city vcrs undecided voter social scientist social science professional book expert professional carl hyatt checkmate hum	hum
termeq say love spanish	termeq language romance language european language subject class	enty
def name gina mean	def name woman professional designer character student nice person	desc
product advanced handheld calculator world	None	enty
speed fast light	None	num
termeq belt low pressure around equator called	termeq	enty
def shooting stars	None	desc
gr chicago bulls beat 1993 championship	gr chicago high impact event film event catastrophic disaster american emergency	hum
date first american encyclopedia published	date first american encyclopedia	num
tallest building new york city	city place area jurisdiction metropolitan area	loc
manner easter sunday date determined	sunday date	desc
desc motto state maryland	desc motto state state jurisdiction place school community	desc
desc desmond tutu	desc desmond	hum
find information narragansett indians tribes rhode island	group ancient civilization ethnic group nation team state jurisdiction small state colony city	loc
animal name tiger extinct	tiger extinct	enty
count many quarters equal pound	None	num
cremat kind books fodor publish	None	enty
ind first names rowan martin stars tv laugh	person	hum
ord chapter bible verses	None	num
ind worst us president ever	ind worst time related suffix unit time-related suffix unit first or second person pronoun pronoun time related suffix uni ts	hum
ind asian leader known little brown saint	ind asian little brown saint hum	hum
abb abbreviated expression national bureau investigation	company manufacturer firm organization brand national bureau investigation abbr	abbr
speed fast fastest car go	None	num
mount highest mountain world	mount highest mountain world	loc
arch see place de la concorde	None	loc
ind sings song drink thine eyes ben johnson	ind sings song person hollywood legend name player case	hum
period long person wash hands clean	None	num
way turn bic increase flame clockwise counterclockwise	None	loc
country wealthiest country world	None	loc
manner find phone number someone know email address	None	desc
manner contact play producers promoters line	None	desc
ind monarch united kingdom	ind monarch united kingdom	hum
dismed fear passing high objects	None	enty
desc players try music stops game musical chairs	descriptive field conflict resolution competency customer sponsor generic keyword	desc
ind top ten common girl names us	ind top teaching place value vocabulary word number common treatment point value unit	hum
reason black color mourning west	west desc	desc
rarest coin	None	enty
cremat judith rossner novel made film starring diane keaton	comparing author feminist writer diane keaton enty	enty
country country australia largest export market	None	loc
kentucky horse park located	state school place jurisdiction team	loc
dismed fear parasites	None	enty
sport olympic games nadia comaneci become popular	sport olympic games famous gymnast celebrity personality star notable gymnast	enty
ind data collection tourism	ind data collection	hum
ind name daughter virginia chief powhatan married john rolfe	ind name state place colony southern state jurisdiction real life historical figure historical figure industry analyst virginia colonist leader	hum
state leading pecan peanut growing state	None	loc
desc nihilist believe	descriptive field conflict resolution competency customer sponsor generic keyword descriptive field conflict resolution competency customer sponsor generic keyword	desc
desc richard feynman say upon hearing would receive nobel prize physics	desc richard nobel prize physics desc	desc
sport sport following numbers relevant	None	enty
ind four famous founders united artists	smallest flight unit national championship event exercise plastic heavy load	hum
cremat 2 statues france give countries	european country nation member state state developed country	enty
def amphibians	def amphibians desc	desc
count many sperm cells average ejaculation	None	num
product name disposable razor costs 19 cents	19 cents	enty
dist far run hit home run	None	num
ind u president wear nazi uniform	ind u president nazi	hum
gr woodrow wilson served president university	gr woodrow wilson university hum	hum
tropical rain forest distributions	None	loc
ind nickname oddsmaker jimmy snyder	manufacturer company city vcrs undecided voter jimmy snyder	hum
dismed fear loved	None	enty
number people randy steven craft convicted killing	randy steven craft	num
title queen victoria title regarding india	state jurisdiction city area museum market economy nation asian country developing country	hum
manner hydrogen bomb different nuclear bomb	None	desc
dist far man travel outer space	None	num
lincoln assassinated	city president breed luxury vehicle town	loc
food type food makes fat	None	enty
dismed name chronic neurological autoimmune disease attacks protein sheath surrounds nerve cells causing gradual loss movement body	None	enty
count u highway death toll 1969	event car paper alumnus york s biggest championship upset	num
animal kind animals dorsets lincolns oxfords southdowns	None	enty
cremat shortest longest songs ever produced	None	enty
letter letter right k typewriter keyboard	None	enty
desc origin meaning name hajo	descriptive field conflict resolution competency customer sponsor generic keyword hajo desc	desc
word plural gulf	None	enty
ind whose autobiography titled yes	None	hum
date year united states pass copyright law	developed country nation jurisdiction western country case	num
perc percentage americans homes	nationality nation foreigner person group	num
date first day week	date first day week	num
city city president william mckinley shot	city city president american politician u.s. politician politician influential politician	loc
city city world longest subway system	city city	loc
ind claimed killed 4 280 buffalo food crew building kansas pacific railway	manufacturer company city vcrs undecided voter feature method severe axonotmesis factor equipment kansas pacific	hum
def bombay duck	def bombay duck desc	desc
count many degrees cooler inside cucumber air outside	None	num
ind double talking professor holds doctorate nothing	manufacturer company city vcrs undecided voter	hum
city five expensive cities world	sport discipline group physical activity image	loc
ind 19th century writer country estate hudson dubbed sunnyside	ind 19th century	hum
count many layers yellow paint faber mongol pencil lucky enough sprayed	None	num
def virtual ip address	None	desc
ind name cook rawhide	ind name cook	hum
county chicago	city large city place market big city	loc
dist wingspan condor	wingspan condor	num
desc facial feature typically contains 55 hairs	descriptive field conflict resolution competency customer sponsor generic keyword unpopular law prestigious venue artist run gallery factor film	desc
ind named admiral ocean seas viceroy governor general islands might discover also granted 10 profits voyage	manufacturer company city vcrs undecided voter butterfly hotel specie name dignitary high speed network interface percentage threshold recreational amenity feature	hum
manner transport files one computer another	program word function strategy relative or positional term	desc
termeq literary term play words	termeq	enty
color color horses	None	enty
money average daycare provider get paid new england	region area place team part of the country	num
ind author landed 468 pound marlin without harness early 193	ind author 468 pound marlin early 193	hum
count many americans fought british american revolution	nationality nation foreigner person group insurer tobacco company investment firm term	num
kind education need become flight attendant	None	enty
lang two languages malta	lang two languages malta	enty
count many oceans name	None	num
desc happened blackhawk indian war 1832	descriptive field conflict resolution competency customer sponsor generic keyword indian 1832	desc
count many pairs legs lobster	None	num
def latin ante mortem mean	None	desc
def name shawn mean	def name character instrument high point secondary character traditional instrument descriptive field conflict resolution competency customer sponsor generic keyword	desc
danube	danube loc	loc
ind lawyer largest divorce settlement 85 million u history sheika dena al farri	ind lawyer 85 million	hum
animal call group geese	None	enty
ind delivered last newscast march 6 1981	manufacturer company city vcrs undecided voter last newscast march 6 1981	hum
count many times louie louie recorded	None	num
manner answers com different knowpost com	None	desc
longest place name u	None	loc
perc percent liked thatcher power decade	perc percent politician wheat background leader world leader defendant	num
buzz aldrin want build permanent manned space station	nasa astronaut person astronaut celebrity space program veteran	loc
cremat mel gibson first movie	celebrity star actor name movie star	enty
reason l office shea gould closed	reason l office	desc
manner start bank	manner start bank desc	desc
manner ouija boards work	ouija boards work desc	desc
animal horse zorro ride	None	enty
manner get broken cork bottle	None	desc
find correct tabs third eye blind songs	ordinal term numerical ordinal term ordinal number reactor	loc
manner determine heating requirements home	None	desc
ind former major league left handed baseball pitcher known space man	None	hum
product hair care product told us hate gray wash away	None	enty
reason chicken cross road	reason chicken cross	desc
ind michelangelo last name	ind michelangelo	hum
desc barbara jordan	desc barbara jordan hum	hum
ind democratic nominee american presidential election	ind democratic nominee american	hum
cremat connecticut first constitution called	cremat connecticut first constitution	enty
event historical event happened dogtown 1899	1899	enty
def done millennium bug	fluid word variable scheme emission extra	desc
reason claim fame king camp gillette	camp gillette desc	desc
dismed common kind skin cancer u	None	enty
def olestra	def olestra desc	desc
country asian country bill rights cows	asian	loc
count many fingers used draw bow	None	num
plant two plants clothes made	plural reference word age term step	enty
date hurricane hugo	natural disaster event disaster periodic storm hurricane	num
food heavily caffeinated soft drink	None	enty
ind president first member congress enlist following attack pearl harbor	manufacturer company city vcrs undecided voter term ordinal term numerical ordinal circuit ordinal number event opposition party political party political institution topic	hum
money price varian associates vacuum products division	price varian associates	num
date great depression	None	num
lang language mostly spoken brazil	lang language market economy nation latin american country emerging economy	enty
gr college produced winning super bowl quarterbacks	gr college	hum
manner solve rubik cube	rubik cube desc	desc
def prepared mustard	mustard desc	desc
ind classical spanish writer warned	ind classical language romance language european language subject class	hum
def antidisestablishmentarianism mean	def antidisestablishmentarianism	desc
ind actor married john f kennedy sister	ind actor president leader heroe person military and high ranking political figure	hum
dismed topophobic actor suffer	None	enty
ind fired maria ybarra position san diego council	ind fired maria ybarra san diego council	hum
period italian artist maurizio pellegrin old	language romance language cuisine european language restaurant maurizio pellegrin old	num
type hunting retrievers used	None	enty
reason colin powell best known	reason colin powell best known desc	desc
ind first black golfer tee masters	ind first black	hum
city city setting puccini opera la boheme	city city puccini opera la boheme	loc
ind u president showed fondness munching bee pollen bars	ind u	hum
def measured curies	def measured	desc
ind whose cover employee universal import export	None	hum
ind former president daughter written book titled murder white house	titled murder white house	hum
ind fictional character known melancholy dane	ind fictional	hum
